tweet_id,text,labels
768412466850177024,We are already trying to gather some stuff for the people affected by the #earthquake #terremoto like food and clothes,"[1, 0, 0, 0]"
768358083177418753,Red Cross search and rescue teams help survivors amid rubble after #Italy #Earthquake. @crocerossa @Federation https://t.co/t9Yvzx7wqp,"[1, 0, 0, 1]"
768412294900441088,"#BREAKING: 6.2 #ItalyEarthquake has killed 37 2,500 displaced #France ready to help army #rescues https://t.co/iUFxblAZAM","[1, 0, 0, 1]"
768435745455341569,Italy Red Cross still searching for survivors: Tommaso Della Longa of the Italian Red Cross tells CNN's Isa S... https://t.co/4m2ctdueQN,"[1, 0, 0, 1]"
768486394910089216,"Italy - Rotary partners sorting transp &amp; accom for incoming SBox team of 3 tmrw. Arr Rome, then on to quake zone. https://t.co/KDBfv134ns","[1, 0, 0, 1]"
768407796337479680,"#ItalyEarthquake: Church sends aid, @CaritasItaliana volunteers in #Rieti deliver food and basic necessities https://t.co/UWt7me4W1t","[1, 0, 0, 1]"
768443206895828992,"Photo: Water collected for earthquake victims, in Rieti, Italy - Rieti Life via Facebook via @Breaking","[1, 0, 0, 0]"
768323535588696064,#Italy #RedCross @crocerossa emergency centrs mobilized. #volunteers support affected by #earthquake @roteskreuz_de https://t.co/GofFpJvHzy,"[1, 0, 0, 1]"
768381874896973825,"Italy Earthquake: Army Mobilized, Amatrice and Accumoli Hit Hard: A 6.2-magnitude earthquake rocked a swath o... https://t.co/XIxv4PWK62","[1, 0, 0, 1]"
768418420060745728,Our disaster desk is active for earthquake activity today. Volunteers are monitoring. Volunteers please report in to Skype #hmrd via ^ct,"[1, 0, 0, 1]"
768354192578768896,Thanks God my friend and her family are ok.  Their house is earthquake-proof and now they are hosting who needs shelter.,"[1, 0, 0, 0]"
768367340312338432,A major earthquake has struck central Italy and Red Cross search and rescue teams are racing to help survivors... https://t.co/eiWMhEJ3Xv,"[1, 0, 0, 1]"
768546924047642624,Ecuadorian government expresses dismay at quake-victims in Italy and offers humanitarian aid: Image:  The Ecu... https://t.co/qrdbTcSX5I,"[1, 0, 0, 1]"
768527647945072640,"Friends and followers, please help me share this, we are raising money for #ItalyEarthquake  https://t.co/yVox9EqgsA https://t.co/HcebLuBZwn","[1, 0, 0, 0]"
768584656388173824,"Army, Rescuers Race to Save Survivors of Italy Quake: The 6.2 magnitude quake struck about 100 miles northeast of Rome and killed at ...","[1, 0, 0, 1]"
768506782096453632,There is a relief fund set up by the Italian Red Cross for the population hit by the dramatic earthquake this... https://t.co/R4Apjttizg,"[1, 0, 0, 1]"
768614281684189184,The @niaforg is raising money to help Italy's earthquake victims. Donations accepted https://t.co/VoRuQmTEBQ https://t.co/VBAmEACmiK,"[1, 1, 0, 1]"
768575191198806016,volunteers from everywhere in Italy are reaching the area of earthquake to help. We show our best in tragedies. ,"[1, 0, 0, 0]"
768557253100244992,"""Cornwall charity ShelterBox sends relief team to Italy earthquake...""  https://t.co/zGTWyconFG #cornwall #feedly","[1, 0, 0, 1]"
768575234517630976,Deadly Italy earthquake: Accumoli and Amatrice in ruins;  Army mobilized in rescue~ via @nbcnews https://t.co/3cmPZEWWUX,"[1, 0, 0, 1]"
768512457954455552,#Earthquake #Italy  Colonel Massimo Tuzza #Army working manually for the removal of rubble  https://t.co/7R0OCAxTCX,"[1, 0, 0, 1]"
768591529451655169,MoneyGram Announces Zero-Fee Transactions for Red Cross Donations Following Italy Earthquake  Satellite PR New... https://t.co/zUZ5ITipoo,"[1, 0, 0, 1]"
768714790235738112,#NRJMusicNews @LadyGaga is donating money to help recovery efforts in #Italy after an earthquake shook the country https://t.co/9xFsu1beQZ,"[1, 0, 0, 0]"
768625953794764801,"Deadly earthquake rocks central Italy, Army mobilized in rescue https://t.co/8uBlGG7Uud via @nbcnews/ OUR PRAYERS ARE WITH YOU !","[1, 0, 0, 1]"
768878756421394432,#SFDonation: 200 to @BritishRedCross Italy Earthquake Appeal via @TidalWare https://t.co/8myDGt8VIQ,"[1, 0, 0, 0]"
768661057795661824,"AT&amp;T, T-Mobile, and Verizon waive fees following earthquake in Italy  Earlier today, a mag... https://t.co/srRWaxqOIw https://t.co/BSCgdtxU9z","[1, 0, 0, 0]"
768662043004170240,"@Gurmeetramrahim   Earthquake in Italy!  @derasachasauda volunteers, save the life Papa g .all.r your children .help them.","[1, 0, 0, 0]"
768768598835916800,These refugees live on 2 per day. They&amp;apos;ve donated what they have to help Italy&amp;apos;s... https://t.co/NG0gkZbbej ^Independent,"[1, 0, 0, 0]"
768821166157037568,"Sami Khedira is donating 20,000 to the victims of the Italian earthquake. Pure class that guy","[1, 0, 0, 0]"
768769338165829632,"Relief efforts go through the night as @CaritasItaliana give 100,000 #ItalyQuake https://t.co/j4fH2wL4hv https://t.co/JvPjDwLMrG","[1, 0, 0, 1]"
768847570596528128,"To show support, we're donating 1 from every Spaghetti all'Amatriciana sold until Monday to the Italian earthquake relief fund #Amatriciana","[1, 0, 0, 0]"
768848577225428992,"Italy quake - Young girl found alive under rubble, but at least 240 dead. ShelterBox team has arrived in country. https://t.co/IMw7GLStFt","[1, 0, 0, 1]"
768870479830589440,Yogapathways donated $100 of their donation fund https://t.co/buxqbNLVuy,"[1, 0, 0, 0]"
768873438672855040,Asylum seekers volunteer in wake of Italian earthquake https://t.co/eVBujIuS0g,"[1, 0, 0, 1]"
768832593659850752,Classy @SamiKhedira donated 20000 to victims of Italian earthquake. Also auctioning signed @juventusfcen shirt,"[1, 0, 0, 0]"
768777208265527297,The @IAMMuseumNYC and other groups are raising money for relief efforts in Italy https://t.co/W0DBFudzJK https://t.co/ZvggOHpMDb,"[1, 0, 0, 1]"
768819079922585600,ARRL: Amateur Radio Volunteers Assisting in Italian Earthquake Response: Radio amateurs are taking part in th... https://t.co/tzBX4JYoCU,"[1, 0, 0, 1]"
768638056219959297,Lady Gaga will donate the money to rebuild Italy after the earthquake https://t.co/aaJSeceQad https://t.co/9aXe57kfnp #news #Russia,"[1, 0, 0, 0]"
768802267042578432,Rotary is sending Shelterboxes to provide emergency accommodation to victims of Italian earthquake.  @ShelterBox @shelterboxpress,"[1, 0, 0, 1]"
768847507581440000,Refugees living on 2 per day donate to Italys quake victims. The Independent 25.08.2016... https://t.co/VxUgE3Mt2L,"[1, 0, 0, 0]"
768769857009704960,From Radio-Canada's team in Italy; tents erected in Amatrice for survivors of Wednesday's quake: https://t.co/VBNqFR5TIw,"[1, 0, 0, 0]"
768749892873445376,"a man is seen in front of a tent in a temporary shelter for the #earthquake victims in #Amitrice , #Italy . https://t.co/KCpsPbbMcb","[1, 0, 0, 0]"
768800256922382336,"ProgressiveArmy: RT TheBpDShow: 6.2 Earthquake in Amatrice, Italy: https://t.co/58rgdxMVWJ via YouTube","[1, 0, 0, 1]"
768630207351623681,My thoughts go out to the people of Italy who have suffered a devastating earthquake @Telstra free calls to Italy  https://t.co/vNHc6mJVjD,"[1, 0, 0, 0]"
