tweet_id,text,labels
591902739002560512,"put  at your terminal please :   # gpe prime minister addressed the country for ordinal time since earthquake on gpe. no concrete plans ,  lots of water percentage ._",1
592939706788216832,@ and so have we ;  read our friends web log from email where they are working the text transfer protocol :  / t.co / jgpsacuqpe,1
592591542168252416,lend a helping hand if you can  money money https :  / t.co / please,1
591903009279385600,@ and they have managed to reach them but with the help of their guide - not through the official evacuation i believe.,1
592099765271199744,gpe sending aid teams to help after that :  gpe was sending a delegation to a and to determine . open text transfer protocol :  / t.co / fjruwl9vzi,1
591903384019447809,be  at your terminal source :  all the and money will give date salary to  at your terminal patient - relief fund for  # nepalquakerelief .  # standwithnepal,1
591902969999785984,orgterrified' after narrowly escaping death in an earthquake for text transfer protocol :  / t.co / en money text transfer protocol :  / t.co / xjcod1myy3,1
591903094365097984,"be  at your terminal also :  more info to date team  at your terminal lunch ,  who gave  dollar to us to help relief efforts. given lots of money over date by text transfer protocol :  / t percentage =_",1
591903110102011904,be  at your terminal please :   # that is small but not small enough to not be able to help our neighbour. his family sends cardinal member team with medical stop that percentage ._,1
591903351094190082,start  at your terminal please :   cardinal earthquake :  cardinal people were exposed to the  cardinal earthquake shaking cardinal text transfer protocol :  / t.co / jfgkel2g0r,1
591903002446823424,total earthquake :  data in maps and images :  before and after satellite images and maps . text transfer protocol :  / t.co / file  cardinal news,1
591902821479493632,".  at your terminal window :   cardinal indiawithnepal more materials for rescue and relief efforts date :  cardinal engineering task forces ,  cardinal personnel ,  quantity of the percentage ._",1
592831364182990849,help  at your terminal will spread the word :   dollar 1 for text  cardinal stayhopefulnepal for text transfer protocol :  / t.co / uhjz7gaobu  cardinal nepalearthquake for text transfer protocol :  / t.co / 486opbynvn,1
591903124052291584,be  at your terminal read :   cardinal adarshliberal running to  cardinal no after hearing that  cardinal gpe is sending beef away in  cardinal nepalquakerelief cardinalcardinale text transfer protocol :  / t.co / / percentage %_,1
591915225881935872,"cardinal news  cardinal media  cardinal video : earthquake :  cardinal killed ,  cardinal trapped after massive scale . text transfer protocol :  / t.co / id  cardinal journalism  cardinal report",1
591903342281904128,"be  at your terminal please :   "" cardinal people killed in gpe after powerful earthquake ,  nepal, org says. ""  via  at your terminal .",1
591903021107314688,be  at your terminal line :  google executive among cardinal dead from  # money . . text transfer protocol :  / t.co / cmoneyzmmbexhy  # / . text transfer protocol :  / t.co / index,1
591903236962930688,be  at your terminal again :  liking the pm##p statement and appreciate his coming on television to engage visibly with nepal- death. i support any and eve percentage ._,1
591902881973833729,"start  at your terminal please :  gpe rescue team leaves for  cardinal money ,  expected to arrive in katmandu by date.  cardinal earthquake - text transfer protocol :  / t.co / vu42zuzgsq the text transfer protocol :  / t percentage =_",1
592594169756983296,this is how we spent time.  # the for text transfer protocol :  / t.co / file,1
592161318469271552,"please help if you can !  my poor entire family lives there ,  hoping their ok.  https :  / t.co / vrxwyseuta",1
591903102896209920,@ ashishchowdhry sir please read this page  # nepalquakerelief https :  / t.co / please,1
591902989687889920,get  at your terminal now :   cardinal :  a race against time to save people after the largest earthquake in date the text transfer protocol :  / t.co / id the text transfer protocol :  / . percentage /_,1
591913829363294209,my thoughts go out to my  cardinal person. i hope your families are safe !   cardinal nepalquake  cardinal nepalearthquake for text transfer protocol :  / t.co / /t,1
592591327834943488,donated  !  https :  / t.co / id,1
591903078674141184,be  at your terminal line :  great earthquake :  are you there or have loved ones affected ?  please share w /  us if you are in a safe place :  the text transfer protocol :  / t.co / / percentage /_,1
592168522471505920,cardinal bodies recovered in worst state. org disaster for text transfer protocol :  / t.co / a . - free text transfer protocol :  / t.co / oo87aj8p5a  # newsintweetsindia,1
591902965893435392,"be  at your terminal is :  our team in nepal is working closely with the government ,  helping in hospitals  and camps ;  rescue work. our centres are converted into shit happens percentage ._",1
591903301651705856,start  at your terminal pratyasharath :  beef and is b relief material for the minority communities in gpe. they will not let minorities eat in here too.  cardinal  percentage =_,1
592769741565067265,ordinal glimpse of destruction wrought on remote region at your terminal heart of great moneymoneya - and now wood runs low for this by text transfer protocol :  / t.co / info,1
591902734300815360,be  at your terminal notes :  how you can help victims of the nepalaeearthquake by text transfer protocol :  / t.co / id,1
592639351676399617,good luck to this great team. https :  / t.co / id,1
591902895588577280,"cardinal no  cardinal earthquake :  death toll exceeds cardinal , cardinal people. the text transfer protocol :  / t.co / qnkmfspqqj  cardinal .",1
592663984999903232,so the ladies group i know sending them for  # nepalearthquake . person,1
592088617922662400,please donate and share this online link :  https :  / t.co / please the text transfer protocol :  / t.co / id,1
592071936768806912,hearts out to me.,1
592703712793120769,"@ lynnenigalis  at your terminal and hi lynne ,   are you back from nepal ?  love ,  gpe. am worried sick",1
591903056335278080,"be  at your terminal date :  see cardinal globemaster money takes off from his air base in up for kathmandu ,  and to take national disaster response force teams to gpe  # earthquake",1
592733177493516288,now this. god.  at your terminal .  https :  / t.co / id,1
591902996285542400,be  at your terminal line :  any foreign country helping  # one ?  apart from gpe.,1
591903296643735552,"be  at your terminal read :  stay strong ,  must be better more than this  moneyp text transfer protocol :  / t.co / id",1
591902767712612352,go  at your terminal read :  date baby trapped for time in an earthquake rubble finally rescued  ( cardinal pictures )  :  the text transfer protocol :  / t.co / id the text transfer protocol :  / . percentage ._,1
593028453709975554,@ but where are all the supplies going ?  people are saying they are not getting anything and you say lots of supplies have been sent  # nepalearthquake,1
592612161479839746,quantity gpe aid for cardinal-hit echo - the word - text transfer protocol :  / t.co / xqevyoobwg,1
591903274950856706,"death toll in gpe from date jumps to cardinal , cardinal ,  home affairs ministry says. gpe ,  gpe deaths lift toll over cardinal , cardinal. the text transfer protocol :  / t.co / ykcxeccqcy",1
593164682506022913,@ rescuenetonline so glad you made it safely !  let me know how i can help !  keep up the great work  and joy ;  be the voice for us back home _ ; _c  # ;,1
591902987871604737,put  at your terminal request :  the money may emerge as face of non-governmental relief work by gpe in gpe crisis  https :  / t.co / rnkw8a4ga1,1
